web-scraper-order,web-scraper-start-url,profile,profile-href,brand,model,price,stars,t2size,t2width,arch,weight,comfort,style,comment
1588906321-4548,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-ultraboost-20-core-black-footwear-white-signal-coral/product/9315046/color/838507,adidas Running,Ultraboost 20,$180.00 ,4Rated 4 stars out of 5,81%,100%,59%,Weight: 11.8 oz,5Rated 5 stars out of 5,,
1588907465-8945,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-downshifter-10-black-black-iron-grey/product/9356425/color/166058,Nike,Downshifter 10,$60.00 ,4Rated 4 stars out of 5,100%,100%,100%,Weight: 9.3 oz,,,"This is a pair I bought to replace a pair of Nike Downshifter 8s. Use them for everyday plus two to three miles a day walking two dogs. Think they are an outstanding value, well constructed and durable to be so light."
1588907733-10398,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/asics-gel-nimbus-22-classic-red-black/product/9315741/color/153609,ASICS,GEL-Nimbus® 22,$149.95 ,4Rated 4 stars out of 5,90%,85%,85%,Heel Height: 2 in,5Rated 5 stars out of 5,,
1588906070-3474,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=9,,https://www.zappos.com/p/saucony-kinvara-10-blue-black/product/9160355/color/3691,Saucony,Kinvara 10,$109.95 ,4Rated 4 stars out of 5,90%,90%,80%,Weight: 9 oz,,4Rated 4 stars out of 5,
1588906706-5855,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/on-cloudace-navy-malibu/product/9054679/color/811580,On,Cloudace,$199.99 ,4Rated 4 stars out of 5,83%,100%,67%,Weight: 13 oz,5Rated 5 stars out of 5,,
1588907492-9082,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-downshifter-10-pure-platinum-white-hyper-royal/product/9356425/color/856114,Nike,Downshifter 10,$60.00 ,4Rated 4 stars out of 5,100%,100%,100%,Weight: 9.3 oz,,,Fit was good but not the shoe for me.
1588906285-4388,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,New,https://www.zappos.com/p/adidas-running-ultraboost-20-core-black-night-met-signal-green/product/9315046/color/861416,adidas Running,Ultraboost 20,$179.95 ,4Rated 4 stars out of 5,81%,100%,59%,Weight: 11.8 oz,1Rated 1 stars out of 5,,
1588907420-8726,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/new-balance-680v6-natural-indigo-eclipse/product/9152149/color/854365,New Balance,680v6,$74.99 ,4Rated 4 stars out of 5,83%,77%,78%,Weight: 11 oz,,3Rated 3 stars out of 5,
1588907594-9624,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-pureflow-7-black-white/product/8967133/color/151,Brooks,PureFlow 7,$89.95 ,4Rated 4 stars out of 5,82%,80%,88%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588907424-8735,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/asics-gel-kumo-lyte-black-tuna-blue/product/9315733/color/840587,ASICS,GEL-Kumo® Lyte,$59.94 ,3Rated 3 stars out of 5,71%,67%,100%,Weight: 11 oz,5Rated 5 stars out of 5,,
1588906712-5891,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/hoka-one-one-bondi-ltr-black/product/8900010/color/3,Hoka One One,Bondi LTR,$159.95 ,4Rated 4 stars out of 5,92%,85%,69%,Weight: 14 oz,5Rated 5 stars out of 5,,
1588906094-3597,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=9,,https://www.zappos.com/p/saucony-ride-iso-2-grey-blue/product/9243277/color/409,Saucony,Ride ISO 2,$120.00 ,5Rated 5 stars out of 5,83%,100%,92%,Weight: 10 oz,,,My favorite shoe! Have been running/walking for 55 years. Will be walking the NYC MARATHON in these shoes on November 3rd. Enough said!
1588906250-4238,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-free-rn-5-0-photon-dust-white-light-smoke-grey/product/9191878/color/839223,Nike,Free RN 5.0,$100.00 ,4Rated 4 stars out of 5,54%,90%,81%,Weight: 9 oz,,,"If you're used to Nike sizing, these are oddly large. I always order an 11 with every other brand and 11.5 with Nike's. The 11.5's were huge."
1588906625-5531,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/on-cloud-terry-pebble/product/9225212/color/4107,On,Cloud Terry,$149.99 ,5Rated 5 stars out of 5,82%,91%,45%,Weight: 9 oz,,5Rated 5 stars out of 5,
1588906612-5507,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/altra-footwear-provision-4-black/product/9330800/color/3,Altra Footwear,Provision 4,$129.95 ,4Rated 4 stars out of 5,100%,100%,67%,Weight: 10 oz,,,"These are really great shoes.  I have historically struggled with soreness in the balls of my feet and excess moisture.  These shoes with the mesh uppers and innovative foot bed design are perfect.  They are very comfortable, fit perfectly (I have size 14 narrow feet) and have the right amount of cushioning.  I can be on my feet all day, even on hard surfaces.  I mostly walk aggressively for exercise but mix in some running and balance drills.  I totally recommend these shoes.  I have a couple of other pairs of Altra shoes and have become a real believer."
1588907847-11064,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/new-balance-990v5-black-black/product/9188289/color/183092,New Balance,990v5,$174.95 ,4Rated 4 stars out of 5,89%,88%,74%,Weight: 14 oz,,,"I'm a light runner, but walk briskly, about 6 miles a day around Manhattan. It's a waking city, and walk everywhere, to and from work, to Central Park, shopping and bopping.

The 990 is a legendary shoe, and the V5 has made subtle improvements. The arch and footbed support is improved over the V4. The tongue has much more padding. The side support is better. It might not be the sleekest runner ever, but it's a classic. I can spend the entire day in my 990's and my feet feel fresh.

Zappos and their customer service consistently blow me away. Same thing with my friends. There are a few companies that have fantastic customer service...Bose and T-Mobile come to mind, but Zappos is the standard."
1588906540-5342,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/skechers-go-meb-speed-6-white-lime/product/9369983/color/8384,SKECHERS,Go Meb Speed 6,$120.99 ,3Rated 3 stars out of 5,100%,100%,100%,Heel Height: 1 1?5 in,1Rated 1 stars out of 5,,
1588907075-7099,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/under-armour-charged-pursuit-2-black-white-white/product/9315950/color/31878,Under Armour,Charged Pursuit 2,$52.49 ,5Rated 5 stars out of 5,100%,100%,50%,Heel Height: 1 2?5 in,5Rated 5 stars out of 5,,
1588907683-10182,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-glycerin-18-black-ebony-blue/product/9305365/color/810927,Brooks,Glycerin 18,$150.00 ,4Rated 4 stars out of 5,100%,100%,69%,Weight: 10 oz,,,"I wear a 13 wide and this fits perfectly. They breath well, they look cool and the cushioning is what I was looking for. I have meniscus issues in both knees and it helps with that noticeably over their replacement."
1588907787-10685,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gel-nimbus-22-tuna-blue-pure-silver/product/9315741/color/840596,ASICS,GEL-Nimbus® 22,$149.95 ,4Rated 4 stars out of 5,90%,85%,85%,Heel Height: 2 in,,,"I'm ecstatic with these! I swore off all big name brands because seemingly none of them make a true wide sneaker in anything other than black or white. After reading the positive reviews I decided to give these a chance and they're outstanding. I'm 6', 185, 45 yrs old, don't run, moderate walker, have high arches, slender ankles, with a nasty history of plantar fasciitis, and low back issues.  And they look cool as anything."
1588906221-4082,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-quest-2-photon-dust-dark-smoke-grey-smoke-grey/product/9222154/color/839234,Nike,Quest 2,$75.00 ,5Rated 5 stars out of 5,88%,100%,94%,Weight: 8.1 oz,5Rated 5 stars out of 5,,
1588907987-11886,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gt-2000-8-black-white/product/9300940/color/151,ASICS,GT-2000 8,$119.95 ,4Rated 4 stars out of 5,75%,69%,65%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588906789-6224,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/saucony-echelon-7-black-blue/product/9161103/color/2557,Saucony,Echelon 7,$130.00 ,4Rated 4 stars out of 5,90%,80%,67%,Weight: 13 oz,4Rated 4 stars out of 5,,
1588907654-9996,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-revel-3-primer-ebony-black/product/9223537/color/820654,Brooks,Revel 3,$79.95 ,5Rated 5 stars out of 5,88%,86%,71%,Weight: 9 oz,,,"This is a cute, fun winter running shoe.  A bit ""glittery"" for some, though.  Fits well.  Provides neutral support.  Feels good on the foot."
1588907774-10620,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/asics-gel-contend-5-walker-black-black/product/9215603/color/183092,ASICS,GEL-Contend® 5 Walker,$58.94 ,5Rated 5 stars out of 5,40%,87%,87%,Weight: 10 oz,4Rated 4 stars out of 5,,
1588907418-8711,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/new-balance-fresh-foam-1080v10-black-steel/product/9326406/color/12785,New Balance,Fresh Foam 1080v10,$149.95 ,4Rated 4 stars out of 5,84%,82%,74%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588906250-4231,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-free-rn-5-0-photon-dust-white-light-smoke-grey/product/9191878/color/839223,Nike,Free RN 5.0,$100.00 ,4Rated 4 stars out of 5,54%,90%,81%,Weight: 9 oz,5Rated 5 stars out of 5,,
1588907781-10659,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/asics-gel-nimbus-22-black-black-3/product/9315741/color/312541,ASICS,GEL-Nimbus® 22,$149.95 ,4Rated 4 stars out of 5,90%,85%,85%,Heel Height: 2 in,5Rated 5 stars out of 5,,
1588906938-6598,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/under-armour-charged-rogue-2-black-versa-red-black/product/9315964/color/840522,Under Armour,Charged Rogue 2,$80.00 ,5Rated 5 stars out of 5,50%,100%,50%,Heel Height: 1 2?5 in,5Rated 5 stars out of 5,,
1588906196-3949,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/adidas-running-duramo-sl-dash-grey-dash-grey-dove-grey/product/9334840/color/849181,adidas Running,Duramo SL,$65.00 ,5Rated 5 stars out of 5,100%,100%,100%,Weight: 9 oz,,,These are great and are very light. I find the Adidas are made a little wider than some other running shoes.  They are very comfortable.
1588907975-11808,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gt-2000-8-safety-yellow-white/product/9300940/color/382230,ASICS,GT-2000 8,$119.95 ,4Rated 4 stars out of 5,75%,69%,65%,Weight: 10 oz,2Rated 2 stars out of 5,,
1588907198-7592,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-1540v3-black-castlerock/product/9221130/color/105274,New Balance,1540v3,$169.95 ,4Rated 4 stars out of 5,79%,88%,65%,Weight: 1 lb 2 oz,,,"Initial impressions. 
The tongue is too short like everyone else says. The heels are a little weak so I might not be able to slip these one sometime like other quality sturdy shoes. There is a little extra room around the toes. I don't this this will bother me, the room is there if you need it. 

So the heal area is cheapened and weakened a little with the mesh outer.   Some bean counter probley Oked to small tongue too.  Then they plaster Made in the USA all over these. Give me a break! You keep cheaping these shoes that you want a FORTUNE FOR.  They is no noticeable technology about this shoe. The footbed has good support and is wide but there is nothing spectacular about the insole softness.   You could get away with some $60 Sketchers.   I also buy very expensive Clarks and other high quality shoes. 

I am keeping them because of other statements about foot support but that is the only reason. I dont mind paying for a quality shoe but these dont impress me."
1588906583-5425,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/altra-footwear-duo-1-5-blue-green/product/9262274/color/9436,Altra Footwear,Duo 1.5,$90.99 ,3Rated 3 stars out of 5,100%,100%,100%,Weight: 10 oz,2Rated 2 stars out of 5,,
1588907359-8371,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fresh-foam-arishi-v2-navy-red/product/9287573/color/3098,New Balance,Fresh Foam Arishi v2,$74.99 ,2Rated 2 stars out of 5,100%,100%,75%,Weight: 9.4 oz,,,These are not *running shoes* in the sense that they are not for running. My fault for not reading - but they have suede uppers. They are a recreational shoe and not a shoe for running/training.
1588906291-4430,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/adidas-running-energyfalcon-dark-blue-footwear-white-collegiate-royal/product/9221125/color/809622,adidas Running,Energyfalcon,$70.00 ,4Rated 4 stars out of 5,50%,83%,73%,Weight: 15 oz,,5Rated 5 stars out of 5,
1588906559-5379,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/inov-8-f-litee-230-v2-red-white/product/9170243/color/911,inov-8,F-Lite™ 230 V2,$125.00 ,4Rated 4 stars out of 5,80%,77%,88%,Weight: 9 oz,,,Love this shoe!! Im glad to see that inov8 Brought it back. It does great on all my Crossfit workouts and great for lifting. Also help with your running. If you have never tried them do it now
1588907675-10120,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-levitate-2-black-ebony-black/product/9045793/color/327111,Brooks,Levitate 2,$89.95 ,4Rated 4 stars out of 5,89%,93%,68%,Weight: 13 oz,5Rated 5 stars out of 5,,
1588905989-3149,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=9,,https://www.zappos.com/p/topo-athletic-st-3-black-grey/product/9342464/color/139,Topo Athletic,ST-3,$100.00 ,4Rated 4 stars out of 5,100%,100%,50%,Weight: 8 oz,,,"These fit perfectly despite looking way too small out of the box. As minimal as a barefoot shoe like Vivobarefoot, but with a little extra cushion. Better construction than Altra."
1588906194-3940,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/adidas-running-duramo-sl-core-black-ftwr-white-grey-six/product/9334840/color/849182,adidas Running,Duramo SL,$65.00 ,5Rated 5 stars out of 5,100%,100%,100%,Weight: 9 oz,,,These are great and are very light. I find the Adidas are made a little wider than some other running shoes.  They are very comfortable.
1588906269-4337,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/nike-revolution-5-black-white-ghost-green-sapphire/product/9266704/color/839239,Nike,Revolution 5,$48.75 ,4Rated 4 stars out of 5,86%,93%,57%,Weight: 11.4 oz,3Rated 3 stars out of 5,,
1588906337-4627,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-ultraboost-20-core-black-boost-blue-violet-metallic-footwear-white/product/9315046/color/840103,adidas Running,Ultraboost 20,$180.00 ,4Rated 4 stars out of 5,81%,100%,59%,Weight: 11.8 oz,,5Rated 5 stars out of 5,
1588907956-11698,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gel-kayano-26-midnight-grey/product/9214830/color/19623,ASICS,GEL-Kayano® 26,$119.95 ,4Rated 4 stars out of 5,79%,86%,70%,Weight: 13 oz,,,"I am not a runner, but I thought I would try these shoes to see if I could use them as a walking shoe.  They have a stitching on the bottom of the tongue that has material sticking out.   After just a few days of that material rubbing on the upper part of my foot caused it to bleed.  I have never experienced that before in a shoe.   I also have high arches and I thought it had poor arch support."
1588906403-4973,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/brooks-levitate-2-tan-brown-wood/product/9045793/color/782728,Brooks,Levitate 2,$84.94 ,4Rated 4 stars out of 5,89%,93%,68%,Weight: 13 oz,1Rated 1 stars out of 5,,
1588905972-3073,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=9,,https://www.zappos.com/p/skechers-go-run-vortex-charcoal-orange/product/9257840/color/8674,SKECHERS,Go Run Vortex,$59.99 ,3Rated 3 stars out of 5,50%,50%,100%,Weight: 12 oz,4Rated 4 stars out of 5,,
